title,year,poster,season,part,type
yokorenbo immoral mother,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/6892.jpg,,,Anime
makai tenshi djibril,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7179.jpg,Season 3,,Anime
kagirohi shaku kei,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7262.jpg,,,Anime
kidou senshi gundam zz gundam frag,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/9708.jpg,,,Anime
planetes picture drama,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/10735.jpg,,,Anime
higashi no eden soushuuhen air communication,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6927-fAlvggrr6PTy.jpg,,,Anime
sono hanabira ni kuchizuke wo reo x mai diaries,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/10384.jpg,,,Anime
god eater prologue,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/10470.jpg,,,Anime
anygedybudybombom,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx102152-TTQr7tWjhRFP.jpg,,,Anime
kuroshitsuji sono shitsuji kougyou,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6793-WJHPwa0ofanb.png,,,Anime
gintama jump festa 2008 special,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/6945.jpg,,,Anime
jaa meets yokohama,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx104099-JSwbe45lEcGC.jpg,,,Anime
asura cryin,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6676-qzdGO9uAWxTR.jpg,Season 2,,Anime
konglong baobei longshen yongshi,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx129214-gueBc0HWQvMp.jpg,,,Anime
shenbing xiaojiang movie,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx129273-P5nmNIymemW1.png,,,Anime
kämpfer,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6205-WBmRCwevP0w8.png,,,Anime
nyan koi,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/6512.jpg,,,Anime
tatakau shisho the book of bantorra,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6758-bz1YciKeE07v.jpg,,,Anime
seitokai no ichizon,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx5909-cqlzezmvzLWa.png,,,Anime
seiken no blacksmith,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/5940.jpg,,,Anime
tales of vesperia the first strike,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6046-GtrSejqGl8fG.jpg,,,Anime
white album,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/6165.jpg,Season 2,,Anime
toaru kagaku no railgun,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6213-QtrlDQnexApL.jpg,,,Anime
tegami bachi,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b6444-Eiizf1cvuOg5.jpg,,,Anime
tentai senshi sunred,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/6582.jpg,Season 2,,Anime
shugo chara party,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx7082-rAP8yIsUcj89.png,,,Anime
usaru san,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7174.jpg,,,Anime
kotatsu neko,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7189.jpg,,,Anime
kikansha yaemon,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/8492.jpg,,,Anime
yumeiro pâtissière,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/6586.jpg,,,Anime
kanokon manatsu no dai shanikusai,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/6791.jpg,,,Anime
inuyasha kanketsu hen,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6811-DUsNLwQAOB7o.png,,,Anime
sora no otoshimono,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx5958-qaAKEr4Q0JWn.jpg,,,Anime
shin koihime†musou otome ryouran☆sangokushi engi,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/6112.jpg,,,Anime
natsu no arashi akinai chuu,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6712-Ij76UPxFEuDC.png,,,Anime
miracle☆train oedo sen e youkoso,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7103.jpg,,,Anime
anyamal tantei kiruminzoo,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b7152-z9dU2Dx2E3dg.jpg,,,Anime
kobato,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx5678-yqeedxnJLoT8.jpg,,,Anime
nogizaka haruka no himitsu purezza,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6023-U6SV5hnnDyBf.jpg,,,Anime
kyou no go no ni takarabako,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/6379.jpg,,,Anime
kimi ni todoke,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6045-JujXjoWtslUM.jpg,,,Anime
11eyes,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6682-ZptgLsCCNHjL.jpg,,,Anime
ookami to koushinryou ii specials,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/6884.jpg,,,Anime
himitsukessha taka no tsume countdown,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx7175-zdqXgA2fMbAj.png,,,Anime
cheburashka arere,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b7176-NRVrlohpmTxP.jpg,,,Anime
taishou yakyuu musume konya no watashi wa romantic strike,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx8042-Te1DsplxB9N6.jpg,,,Anime
cofun gal no coffy campus life,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/13505.jpg,,,Anime
sasameki koto,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6203-9eEIo87h3B5Z.png,,,Anime
hyakko ova,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/6958.jpg,,,Anime
kissaten soudou,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/103957-4hI0gDxYN4AG.jpg,,,Anime
darker than black ryuusei no gemini,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6573-8D21dF6qwXQ2.png,,,Anime
ibara no ou king of thorn,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/6610.jpg,,,Anime
bakunyuu bomb,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7573.jpg,,,Anime
fuyu no sonata,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx4189-dz9jdVftpAxr.png,,,Anime
gokyoudai monogatari,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b7177-5Ld3brI2Mtkb.jpg,,,Anime
aoi bungaku series,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx7193-gC4ULfgsznxh.png,,,Anime
fairy tail,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b6702-KI4qgSMyI8Pm.png,,,Anime
tamagotchi,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b6900-NnEjDbQL1qMv.jpg,,,Anime
toriko jump super anime tour 2009 special,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/6941.jpg,,,Anime
naruto the cross roads,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7367.jpg,,,Anime
stitch itazura alien no daibouken,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/6899.jpg,,,Anime
kaidan restaurant,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/6980.jpg,,,Anime
kuuchuu buranko,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6774-9yybYg3VePJU.png,,,Anime
kiddy girl and,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx3349-3LDC3MSexlf4.png,,,Anime
tailenders,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6162-L7G1krTeyWpx.jpg,,,Anime
hanamaru youchien special preview,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/16740.jpg,,,Anime
buddha saitan,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/6985.jpg,,,Anime
mahoromatic tadaima◇okaeri,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/n7066-X1tpJDa2j0rH.jpg,,,Anime
organic,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/13519.jpg,,,Anime
nameless flipbook,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/102550-wMMJ0EtTDIlX.jpg,,,Anime
akikan ova,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/6287.jpg,,,Anime
shakugan no shana s,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6572-bk3feyozmCZf.png,,,Anime
kemono to chat,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/6932.jpg,,,Anime
shoujo fight nora inu tachi no odekake,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7092.jpg,,,Anime
shakugan no shana s specials,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7375.jpg,,,Anime
princess lover picture drama,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7468.jpg,,,Anime
umineko no naku koro ni specials,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7568.jpg,,,Anime
princess lover magical knight maria chan,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/8231.jpg,,,Anime
wala pyeon uijeom the animation,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/17106.jpg,,,Anime
tony s heroine series kanojo wa hanayome kouhosei cinderella collection,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx7178-W51JsEMY0QJN.jpg,,,Anime
onmyouji ayakashi no megami inran jubaku,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7264.jpg,,,Anime
yuu☆yuu☆hakusho picture drama,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/6964.jpg,,,Anime
kidou senshi gundam 00 special edition,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx7270-NqKuoqcVCzHo.jpg,,,Anime
umi monogatari kanon to iku amamikoshima,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/10306.jpg,,,Anime
meat or die,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7721.jpg,,,Anime
oni chichi,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6893-vit3lBhizfEY.png,,,Anime
kansen inyoku no rensa,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6986-zQZck7TmmgH4.jpg,,,Anime
fresh precure omocha no kuni wa himitsu ga ippai,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6527-hBc86bVzJHaX.png,,,Anime
nekketsu uchuujin,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/8935.jpg,,,Anime
fu wu shu sunzi bingfa,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b129292-Z91xLRKNBNOk.jpg,,,Anime
hapi fa zi yi shui jingang,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b129476-34t4hClNnbgA.jpg,,,Anime
koisuru nezumi,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx114433-Wg1xuExGGeWA.png,,,Anime
halo legends,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6867-CpE2hNtBSeh9.jpg,,,Anime
komaneko no christmas maigo ni natta present,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7461.jpg,,,Anime
fumiko no kokuhaku,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx8187-BMWhrS4sc7Gw.jpg,,,Anime
green saver,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/19457.jpg,,,Anime
gakufu no rakugakichou,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b112001-bfEqflOShiGT.jpg,,,Anime
shokichi monogatari,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/9910.jpg,,,Anime
zan sayonara zetsubou sensei bangaichi,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx7044-tFcFVLq3OXWv.png,,,Anime
fault,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7053.jpg,,,Anime
macross frontier itsuwari no utahime,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx5310-XvFJTkCobkvk.jpg,,,Anime
umi monogatari marin no kore naani,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/9100.jpg,,,Anime
mizushiri yoriko no yorinuki yoriko san,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx138945-isRszdPTFqdE.png,,,Anime
kanokon manatsu no dai shanikusai specials,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7875.jpg,,,Anime
seitokaichou ni chuukoku,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/5774.jpg,,,Anime
needless saint lily gakuen no himitsu,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx7322-LtYLNXUFdtkS.jpg,,,Anime
aisubeki mirai e,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7659.jpg,,,Anime
clock lock works,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/103774-E99tWXvkbPzK.jpg,,,Anime
higashi no eden movie i the king of eden,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6372-E8swHIcEAfSj.jpg,,,Anime
yawarakame♥,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7646.jpg,,,Anime
rose o neill kewpie,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7211.jpg,,,Anime
umi,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b136462-BiCxzOfITKds.png,,,Anime
tokimeki memorial 4 original animation hajimari no finder,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7691.jpg,,,Anime
weiß survive r,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7463.jpg,,,Anime
tokyo magnitude 8 0 soushuuhen,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b7654-bvPj7ffcy9Gj.jpg,,,Anime
one piece film strong world,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx4155-P5TDf6t6qFwX.png,,,Anime
uchuu senkan yamato fukkatsu hen,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b7144-7R8gYim1XPaC.jpg,,,Anime
ningen shikkaku director s cut ban,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7651.jpg,,,Anime
defend love,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7953.jpg,,,Anime
baka to test to shoukanjuu mondai christmas ni tsuite kotae nasai,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7805.jpg,,,Anime
aki sora,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/6987.jpg,,,Anime
binkan athlete,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx7266-qq14nAGt9oeW.jpg,,,Anime
suki desu suzuki kun,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7668.jpg,,,Anime
fight ippatsu juuden chan specials,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7744.jpg,,,Anime
kuruneko kurunekobin,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/17749.jpg,,,Anime
sharon no teryouri vs mew no cosplay vs nina no kisei jijitsu mitsudomoe no kessen,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b125574-uy94V43EcEuP.jpg,,,Anime
layton kyouju to eien no utahime,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6172-ppyKvgITQSgT.png,,,Anime
issho ni h shiyo,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7730.jpg,,,Anime
diabolus kikoku,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7268.jpg,,,Anime
valkyrie choukyou semen tank no ikusa otome 10 nin shimai,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7583.jpg,,,Anime
hipira kun,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b7723-Y2Kjg4YSv1bI.jpg,,,Anime
nisoku hokou,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx12659-tWM86ieXSmft.png,,,Anime
prince of tennis band of princes,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/6749.jpg,,,Anime
kurokami tora to tsubasa,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/6794.jpg,,,Anime
queen s blade gyokuza wo tsugu mono specials,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7740.jpg,,,Anime
tales of the abyss special fan disc,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/8754.jpg,,,Anime
kämpfer picture drama,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7782.jpg,,,Anime
black lagoon omake,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/n8440-Dha2nkfPGQBW.png,,,Anime
bohemian rhapsody,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b8939-q7aAvRaUoVYf.jpg,,,Anime
souhaku shisuferia,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/13857.jpg,,,Anime
yanyan machiko,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/8631.jpg,,,Anime
natsumushi the animation,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx7276-fZ7ou8eRUN1n.jpg,,,Anime
kanojo x kanojo x kanojo sanshimai to no dokidoki kyoudou seikatsu,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx7411-wnaz1hKfzjYf.png,,,Anime
kurutta kyoutou danzai no gakuen,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7455.jpg,,,Anime
bungaku shoujo kyou no oyatsu hatsukoi,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7669.jpg,,,Anime
nagisa,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/103509-jdGv35sO7BrS.jpg,,,Anime
yutori chan,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7770.jpg,,,Anime
cobra the animation,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/5032.jpg,,,Anime
hoshi shinichi s short shorts special,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/8192.jpg,,,Anime
chu zumo,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b8632-wbS7P2vHB1Wp.png,,,Anime
chuu bra,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6645-FunUYc7XMZGi.jpg,,,Anime
harukanaru toki no naka de 3 owarinaki unmei,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7254.jpg,,,Anime
so ra no wo to,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6802-MmsfM8KAgZuR.jpg,,,Anime
ladies versus butlers,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx7148-nLJGo6aO9FQX.jpg,,,Anime
masuda kousuke gekijou gag manga biyori,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7761.jpg,,,Anime
sengoku basara setonai no gekitotsu hi wo fuku umi no daiyousai fugaku,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6581-7ghWXT6e8gj4.png,,,Anime
bokura no hero,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/15525.jpg,,,Anime
gene,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/103953-S5vhGAGxWuL8.jpg,,,Anime
omamori himari,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/6324.jpg,,,Anime
baka to test to shoukanjuu,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6347-DCSHLkCY7UT3.jpg,,,Anime
dance in the vampire bund,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6747-GEGb8Pwg8X7a.png,,,Anime
durarara,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6746-3LTwM95Uqeoa.png,,,Anime
hidamari sketch x ☆☆☆,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx7062-YPlTCLD2yCl2.png,,,Anime
ookami kakushi,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7079.jpg,,,Anime
net miracle shopping,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b124439-6Pb1tDNE3aAE.jpg,Season 2,,Anime
kaitou reinya,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b7561-VVYrzeix8Zdm.jpg,,,Anime
seikon no qwaser,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6500-RQxUgnApAqqn.png,,,Anime
hanamaru youchien,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6574-rCLnJXp3NK0J.png,,,Anime
bungaku shounen no yuuutsu,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx104575-VrFwZAn2iGqy.png,,,Anime
keshikasu kun,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx8244-a5Pbd8Mzu7HV.png,,,Anime
nodame cantabile finale,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx5690-FEBLLRnlMvlx.jpg,,,Anime
kara no shoujo,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7265.jpg,,,Anime
reijoku no yakata,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7582.jpg,,,Anime
himitsukessha taka no tsume the movie 3 http takanotsume jp wa eien ni,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/8357.jpg,,,Anime
ra radio noise planet,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/12135.jpg,,,Anime
cofun gal no coffy ~cofunderella~,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/13511.jpg,,,Anime
k on live house,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/6862.jpg,,,Anime
sugar bunnies fleur ova,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b126880-zDxcZ9MzmIrW.jpg,,,Anime
mahou shoujo lyrical nanoha the movie 1st,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx4985-3eEPbpZiMWKB.png,,,Anime
fate stay night movie unlimited blade works,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6922-g3hsIYOWGXL8.jpg,,,Anime
yu☆gi☆oh chou yuugou toki wo koeta kizuna,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6951-v1SyAUSXOJXD.png,,,Anime
mei houwang,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b187061-stzUqOO8Psws.jpg,,,Anime
katanagatari,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6594-xrrFyCacxUle.png,,,Anime
darker than black kuro no keiyakusha gaiden,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx7338-c6Uq5DmlEPVs.png,,,Anime
tegami bachi gakuen,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/8022.jpg,,,Anime
mai hime kuro no mai saigo no bansan,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/8062.jpg,,,Anime
discipline rei,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7456.jpg,,,Anime
watashi no shiranai mesu no kao,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7458.jpg,,,Anime
otome chibaku yuugi,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7581.jpg,,,Anime
boku otaryman,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7597.jpg,,,Anime
toaru kagaku no railgun motto marutto railgun,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/8023.jpg,,,Anime
xi yangyang yu hui tailang huhu sheng wei,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/9973.jpg,,,Anime
kobato special hajimete no kobato,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx10098-6fmikdLTOluQ.png,,,Anime
kuroshitsuji picture drama,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/8068.jpg,,,Anime
arigatou,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b148607-EMtTRzMugK4k.png,,,Anime
akubi neko,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b178617-JH0x6TlB6UzP.png,,,Anime
ninja negizou,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b178618-HtYRiVbAyJUQ.png,,,Anime
suzumiya haruhi no shoushitsu,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx7311-9Mfc1YRHwCCW.jpg,,,Anime
chi sui maru,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/8025.jpg,,,Anime
chao zhineng zuqiu,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx103426-RcuyNMyFF33Q.jpg,,,Anime
heartcatch precure,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx7645-edk6l2U5ms7z.png,,,Anime
world s end umbrella,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx102653-6S1LVP08fTU9.png,,,Anime
lilt,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/103347-RdEWNiLRnPQ5.jpg,,,Anime
quiz magic academy the original animation,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7549.jpg,Season 2,,Anime
issho ni sleeping sleeping with hinako,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7897.jpg,,,Anime
haha sange,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7612.jpg,,,Anime
lupin iii the last job,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx8097-stQ6zkxk7YWo.jpg,,,Anime
yasai no yousei n y salad the movie,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b181832-nbTbZRenoYu9.png,,,Anime
ten no kawa,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/8722.jpg,,,Anime
uchuu show e youkoso,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b8115-qrLeUTMHOxiQ.jpg,,,Anime
kidou senshi gundam uc,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6336-jdAs058XtObM.jpg,,,Anime
yondemasu yo azazel san,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx7762-1UhSLygPfTdA.jpg,,,Anime
mudazumo naki kaikaku,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6946-ZDInUrevyunZ.jpg,,,Anime
issho ni ecchi,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7611.jpg,,,Anime
machi gurumi no wana hakudaku ni mamireta shitai,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7708.jpg,,,Anime
kansen 2 inzai toshi,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7712.jpg,,,Anime
fujoshi no hinkaku,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/8178.jpg,,,Anime
ikusa otome suvia bonus video,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/9091.jpg,,,Anime
chou deneiban sd gundam sangokuden brave battle warriors,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/8132.jpg,,,Anime
